Restaurant Name,City,Area,Cuisine Type,Cost for Two,Ratings
RD Cafe (Royal Drive Cafe),Kochi,"Maradu, Kochi",European,1000,4.0
Fress Trees Garden & Cafe,Kochi,"Edappally, Kochi",Multicuisine,600,4.0
Wow! China,Kochi,"Edappally, Kochi",Chinese,600,4.0
Loafers Corner Cafe,Kochi,"Fort, Kochi","Fast Food, Continental",500,4.4
Fusion Bay,Kochi,"Fort, Kochi",Seafood,700,5.0
Rasa Leela,Kochi,The Renai Cochin,Seafood,1100,4.0
"Nilgiri by Gokulam Park Hotel, Kochi",Kochi,"Gokulam Park- A Sarovar Portico Hotel, Kochi",Multicuisine,800,4.0
Cafe Fraby,Kochi,"Vyttila, Kochi",Multicuisine,1500,4.0
Pearl Spot Seafood Speciality Restaurant,Kochi,"Ramada Resort by Wyndham, Kochi",Seafood,1800,4.0
Falooda Nation,Kochi,"Thoppumpady, Kochi","Desserts, Ice Cream",400,4.0
Salim Hassan's Kingspark Buffett Restaurant,Kochi,"Marine Drive, Kochi",Multicuisine,1200,2.3
Sulthan Veedu,Kochi,"Aluva, Kochi",Mughlai,1500,5.0
The Grillax,Kochi,"Vyttila, Kochi",Multicuisine,600,4.3
Fruitbae,Kochi,"Aluva, Kochi","Beverages, Desserts",500,5.0
Kunafa World,Kochi,"Panampilly Nagar, Kochi",Desserts,500,5.0
Maharaja Restaurant,Kochi,"Panampilly Nagar, Kochi",Chettinad,300,4.0
Tummy Singh,Kochi,"Kaloor, Kochi","Chinese, Indian",1100,5.0
Saleem Javed,Kochi,"Ernakulam, Panampilly Nagar, Kochi",Barbeque,400,4.0
Fruit Bae,Kochi,"Lulu Mall, Edappally, Kochi","Shakes, Desserts",300,4.0
Green Bowl,Kochi,"Kaloor, Kochi",Healthy Food,400,4.0
Cafe De Blooms,Kochi,"Kakkanad, Kochi",Multicuisine,900,4.0
Martins Harbour,Kochi,"Kaloor, Kochi",Seafood,400,4.0
LUV CUT LET,Kochi,"Kacheripady, Ernakulam, Kochi",Fast Food,300,4.0
Subco,Kochi,"Kacheripady, Ernakulam, Kochi",Fast Food,450,4.0
Samosa singh,Kochi,"Lulu Mall, Edappally, Kochi","Street Food, Fast Food",300,4.0
Street Foods By Punjab Grill,Kochi,"Forum mall, Kochi","North Indian, Street Food",800,4.0
Longitude 76,Kochi,"Le Meridien, Kochi",Finger Food,2000,5.0
Fruit Bae,Kochi,"Ernakulam, Panampilly Nagar, Kochi","Beverages, Desserts",600,3.2
Waffee House,Kochi,"Kaloor, Kochi","Beverages, Desserts",400,3.0
The Great Room by Marriott Kochi,Kochi,"Marriott, Kochi",Multicuisine,1200,4.0
Curry Sense,Kochi,"Monsoon Empress, Kochi",Multicuisine,1250,4.0
Kebaba,Kochi,"Chullickal, Kochi","Mughlai, Momos",750,5.0
Blue Rock Resto Bar,Kochi,"Olive Downtown, Kochi",Multicuisine,1100,3.7
Silver spoon restaurant,Kochi,"Tribute Royale, Kochi",Multicuisine,1050,5.0
Spice Ship,Kochi,"Ernakulam South, Kochi",Multicuisine,600,3.0
East Indies,Kochi,"Fort, Kochi",Seafood,2000,4.0
Al Taza,Kochi,"Edappally, Kochi",Lebanese,400,4.7
Hotel Sona,Kochi,"Pullepady, Ernakulam, Kochi","Biryani, Chinese, South Indian",400,1.0
Cochin Fort,Kochi,"Fort, Kochi","Multicuisine, Seafood",800,3.0
Cups and Cones,Kochi,"Tripunithura, Ernakulam",Fast Food,500,4.0
Taberna,Kochi,Courtyard by Marriott Kochi Airport,Tapas,1500,4.0
The Kochi Cookhouse,Kochi,"Edakochi, Kochi","Chinese, Indian",700,5.0
Mappas,Kochi,"Kaloor, Kochi",Multicuisine,700,5.0
Xian Oriental,Kochi,"Monsoon Empress, Kochi",Pan Asian,2350,5.0
12 to 12 Barbeque,Kochi,"Kakkanad, Kochi",Multicuisine,600,4.2
La Pino'z Pizza,Kochi,"Mahatma Gandhi Road, Kochi","Italian, Pizza",550,4.3
Bloomsberry Restaurant,Kochi,"Kakkanad, Kochi",Multicuisine,800,4.5
Forwords Library Cafe,Kochi,"Kakkanad, Kochi","Cafe, Fast Food",600,4.0
Periyar,Kochi,"Gokulam Park- A Sarovar Portico Hotel, Kochi",Multicuisine,1400,4.3
Lounge,Kochi,"Fort, Kochi","Finger Food, Cocktail Menu",2100,3.6
The Temple of Bacchus,Kochi,The Renai Cochin,Finger Food,1800,5.0
Drink  Lab Resto Cafe,Kochi,"Kadavanthra, Kochi",Continental,500,3.0
Kochin Cafe,Kochi,"Kaloor, Kochi",Multicuisine,1500,4.0
Kerala Kitchen By Abad,Kochi,"Abad Plaza Hotel, MG Road, Kochi",Kerala,1000,4.0
Hawah Lounge,Kochi,"Monsoon Empress, Kochi","Multicuisine, Cocktail Menu",2600,4.0
Cafe 205° by Gokulam Park Kochi,Kochi,"Gokulam Park- A Sarovar Portico Hotel, Kochi",Bakery,600,4.0
Olivia,Kochi,"Olive Downtown, Kochi",Multicuisine,1000,4.0
P60,Kochi,"Panampilly Nagar, Kochi",European,500,4.0
Donut Factory,Kochi,"Kakkanadu, Kochi","Fast Food, Desserts",950,4.0
Pool Barrel,Kochi,"The PGS Vedanta, Kochi","Beverages, Finger Food",1000,4.0
Roots Restocafe,Kochi,"Kaloor, Kochi",American,900,4.0
Deli,Kochi,"Four Points by Sheraton, Kochi","Bakery, Cafe",1000,1.0
Falooda Club,Kochi,"Kaloor, Kochi","Ice Cream, Desserts",350,4.0
Underdone Salads & More,Kochi,"Edappally, Kochi",Healthy,600,4.5
Travancore,Kochi,"The Fern - An Ecotel Hotel,Kochi",Multicuisine,1800,4.0
Rendezvous By ABAD,Kochi,"The Old Court House by Abad Fort, Kochi",Multicuisine,1000,4.0
The Food Mill By Abad Dutch Bungalow,Kochi,"Dutch Bungalow Heritage Hotel Fort, Kochi",Multicuisine,1000,4.0
Kunju's Jamrolls,Kochi,"Kakkanad, Kochi",Bakery,200,4.0
ViiBee The Cafe,Kochi,"Kakkanad, Kochi",Multicuisine,950,5.0
Polski Kebab,Kochi,"Kakkanad, Kochi",Fast Food,500,5.0
Fly Lounge,Kochi,"Presidency Airport Hotel, Kochi",Multicuisine,1000,5.0
Pandhal Cake Shop,Kochi,"Palarivattom, Kochi",Bakery,500,5.0
Canosa,Kochi,"Kakkanad, Kochi",Italian,1150,5.0
Frescobar,Kochi,"Panampilly Nagar, Kochi",Cafe,300,5.0
Sreekrishna Inn,Kochi,"Pallimukku, Kochi",Indian,500,4.5
Cafe Canopy By ABAD,Kochi,"Abad Plaza Hotel, MG Road, Kochi",Multicuisine,1000,4.0
Yaacht Kitchen,Kochi,"Ernakulam, Vennala, Kochi",Multicuisine,1200,4.5
Koffee Junction By Renai,Kochi,"Palarivattom, Kochi",Cafe,900,4.3
Minus Degree,Kochi,"NM Royale County, Kochi",Multicuisine,1200,4.0
The Hearth Kitchen,Kochi,"Thrippunithura, Kochi",Italian,700,4.0
PVR,Kochi,"Forum mall, Kochi",Fast Food,500,4.2
Zaatar Arabic Restaurant,Kochi,"Palarivattom, Kochi",Middle Eastern,600,4.0
Aryaas Regent,Kochi,"Kakkanad, Kochi","Chinese, Indian",600,4.0
Club Sulaimani,Kochi,"Cochin International Airport, Nedumbassery",Fast Food,500,4.0
The Fort Kochi Connection By Lila,Kochi,"Centre Square Mall, Kochi",Multicuisine,400,4.0
Taco Bell,Kochi,"Maradu, Kochi",Mexican,600,4.0
Let's Dine Fried and Grills,Kochi,"Thevara, Kochi",Multicuisine,500,4.0
Uruli,Kochi,"Luxo Hotel, Kochi",Multicuisine,1200,4.0
Kalanji Seafood Restaurant By Meenchatty,Kochi,"Ernakulam South, Kochi",Seafood,1500,4.0
Fortune Deli by Fortune Airport Road Kochi Member ITC Hotel's Group,Kochi,"Fortune Airport Road, Kochi",Cafe,800,4.0
Champs Sports bar by Gokulam Park Hotel Kochi,Kochi,"Gokulam Park- A Sarovar Portico Hotel, Kochi",Multicuisine,800,4.0
Tex Mex,Kochi,"Kundannoor, Kochi",Tex-Mex,500,4.0
Meenchatty Restaurant,Kochi,"Aluva, Kochi",Seafood,1500,4.0
Meenchatty Restaurant,Kochi,"Angamaly, Kochi",Seafood,1500,4.0
Coconut Palm,Kochi,"Kakkanad, Kochi",Multicuisine,600,4.0
Drink Lab Express Cafe,Kochi,"Kacheripady, Ernakulam, Kochi",Continental,500,4.0
La Marine Restaurant,Kochi,"Marine Inn Hotel, Kochi",Multicuisine,1000,4.0
Sky Village,Kochi,"NM Royale County, Kochi",Multicuisine,1200,4.0
So-Bur,Kochi,"Edappally, Kochi",American,600,4.0
Aroma Lounge & Deli,Kochi,"Crowne Plaza, Kochi",Multicuisine,1850,4.0
Zaroob Resto Cafe,Kochi,"Edappally, Kochi",Multicuisine,600,4.0
Wonder Blend,Kochi,"Kaloor, Kochi",Beverages,300,4.0
Seven Spices,Kochi,"Hotel Olive Eva, Kochi",Multicuisine,1000,4.0
Terrace by Makkawao Chapter 2,Kochi,"Kaloor, Kochi",Multicuisine,1000,4.0
Cold Stone Creamery,Kochi,"Ernakulam, Panampilly Nagar, Kochi",Ice Cream,550,3.5
Elysium,Kochi,"Kadavanthra, Kochi",Finger Food,1000,1.0
Gatsby - The Restro Bar,Kochi,"Kakkanad, Kochi",Finger Food,800,1.0
Sethi Da Dhaba,Kochi,"Kadavanthra, Kochi",North Indian,500,4.2
Hyyper Permit Room Bar,Coimbatore,"Hotel Kiscol Grands, Coimbatore","Finger Food, Cocktail Menu",1000,4.0
Jade By Broadway,Coimbatore,"Avinashi Road, Coimbatore",Multicuisine,1000,4.5
Sazz Kitchen And Lounge,Coimbatore,"Ukkadam, Coimbatore",Mexican,800,4.2
The Crimson by Broadway,Coimbatore,"Indira Nagar, Coimbatore, Coimbatore","Italian, South Indian",1000,5.0
China Valley,Coimbatore,"Sungam, Coimbatore",Chinese,800,4.0
Little Soi,Coimbatore,"Pudur, Coimbatore",Pan Asian,900,4.7
Barbeque Nation,Coimbatore,Coimbatore,"Multicuisine, Barbeque",2000,4.7
Warehouse Bar & Kitchen,Coimbatore,"Kalapatti, Coimbatore",Multicuisine,1200,4.2
The living Room,Coimbatore,"Peelamedu, Coimbatore",Multicuisine,1200,4.4
Rasanai,Coimbatore,"Pappanaickenpalayam, Coimbatore",South Indian,800,4.5
Spice It,Coimbatore,"Ibis Coimbatore City Centre, Coimbatore","Cocktail Menu, Multicuisine",950,3.5
Beyond The Stories Bistro & Bar,Coimbatore,"Saibaba Colony, Coimbatore","Finger Food, Cocktail Menu",1500,4.3
Sharief Bhai Biryani,Coimbatore,"R.S. Puram, Coimbatore",Hyderabadi,600,4.3
Ninhao Chinese Restaurant,Coimbatore,"Saibaba Colony, Coimbatore","Chinese, Fast Food",800,4.5
Neydhal The Coast,Coimbatore,"Avinashi Road, Coimbatore","Seafood, South Indian",1000,4.0
AB's - Absolute Barbecues,Coimbatore,Coimbatore,"Multicuisine, Barbeque",1850,4.3
Cream Centre  - Vegetarian Legacy Since 1958,Coimbatore,"Race Course, Coimbatore",Multicuisine,1000,4.8
Wah Wah,Coimbatore,"Saibaba Colony, Coimbatore",Asian,1000,5.0
Halab- Taste of Heavens,Coimbatore,"R.S. Puram, Coimbatore",Multicuisine,700,4.0
La Cabana,Coimbatore,"Hotel Park Elanza, Coimbatore",Multicuisine,2000,4.4
Zero Degrees,Coimbatore,"Gokulam Park, Coimbatore",Casual Eclectic,1400,4.0
The Great Kebab Factory,Coimbatore,"Peelamedu, Coimbatore",Indian,1500,4.0
Lord of The Drinks,Coimbatore,"Peelamedu, Coimbatore",Multicuisine,1500,3.9
Sherlock's Lounge & Kitchen,Coimbatore,"Brookefields Mall, Ram Nagar",Multicuisine,1500,5.0
Latest Recipe,Coimbatore,Le Méridien Coimbatore,Multicuisine,2000,4.1
MUFASA COIMBATORE,Coimbatore,"Avinashi Road, Coimbatore",Multicuisine,1000,4.0
Ammani Mess,Coimbatore,"Avinashi Road, Coimbatore",Multicuisine,1200,4.0
The bermuda- A Cocktail Commune,Coimbatore,"R.S. Puram, Coimbatore",Indian,1200,4.0
On The Rocks Restobar,Coimbatore,"Vilankurichi, Coimbatore","Finger Food, Cocktail Menu",950,5.0
24x7 Bytes,Coimbatore,"Gokulam Park, Coimbatore",Multicuisine,1200,4.0
Cavern Bar & Kitchen,Coimbatore,"Siddhapudur, Coimbatore","Cocktail Menu, Multicuisine",1300,4.0
Fuda - United Flavours,Coimbatore,Coimbatore,Multicuisine,1000,4.0
Vap Club,Coimbatore,"Pappanaickenpalayam, Coimbatore","Finger Food, Cocktail Menu",1200,4.0
On The Go,Coimbatore,"Gopalapuram, Coimbatore",Multicuisine,700,3.7
Shack Town,Coimbatore,"Saibaba Colony, Coimbatore",Cafe,300,5.0
Covai Little Italy,Coimbatore,"Thudiyalur, Coimbatore","Italian, Continental",700,3.0
Welcomcafe Kovai,Coimbatore,"Welcomhotel By ITC Hotels, Coimbatore",Multicuisine,2200,4.5
Bulls & Bears Bistro,Coimbatore,"R.S. Puram, Coimbatore",Continental,800,5.0
La Cafe - Riders Cult,Coimbatore,"R.S. Puram, Coimbatore",Cafe,700,5.0
Tapriwala - The Contemporary Tea Cafe,Coimbatore,"Saibaba Colony, Coimbatore","Fast Food, Multicuisine",400,4.5
The UAE- The Uptown Arab Eatery,Coimbatore,"Avinashi Road, Coimbatore",Arabian,800,4.0
Mekong Restaurant- Darza Resorts,Coimbatore,"Darza Luxury Resorts, Coimbatore",Multicuisine,1500,4.0
Cafe D,Coimbatore,"Windstone Residency, Peelamedu","Italian, Continental",500,4.0
Fork & Knife,Coimbatore,"Peelamedu, Coimbatore","Indian, Italian",400,4.0
Co-Bar,Coimbatore,"Zone Connect By The Park, Coimbatore",Multicuisine,1000,4.0
English Club Bar- Darza Resorts,Coimbatore,"Darza Luxury Resorts, Coimbatore","Cocktail Menu, Finger Food",1500,4.0
Woow Briyani,Coimbatore,"Ganapathy, Coimbatore",Biryani,300,4.0
Dindigul Thalappakatti,Coimbatore,"Neelambur, Coimbatore",Biryani,950,5.0
Longitude- Le Meridien,Coimbatore,Le Méridien Coimbatore,Cafe,1200,5.0
Cream Stone,Coimbatore,"Saibaba Colony, Coimbatore","Bakery, Desserts, Ice Cream",500,4.0
Mandi Croods- Hyderabad Mandi,Coimbatore,"Kuniyamuthur, Coimbatore",Mandi,700,4.0
Chives,Coimbatore,"Siddhapudur, Coimbatore",Multicuisine,1000,4.9
Indchicoo,Coimbatore,"POPPYS TOWER, Coimbatore","Chinese, Indian, Continental",800,4.4
SHAWS HIDDEN CAFE,Coimbatore,"Saibaba Colony, Coimbatore",Multicuisine,450,4.0
High Dive Bar,Coimbatore,Coimbatore,Multicuisine,1000,4.0
Bowl Kulture,Coimbatore,"R.S. Puram, Coimbatore",Indian,700,4.0
Radio Room,Coimbatore,"Avinashi Road, Coimbatore",Multicuisine,2000,4.3
007 Punjabi Cafe,Coimbatore,"BK Pudur, Coimbatore",Multicuisine,1500,3.5
Seasons,Coimbatore,Radisson Blu Coimbatore,Multicuisine,2000,4.1
Eat Italiano,Coimbatore,"R.S. Puram, Coimbatore","Italian, Mexican",1050,3.0
Tapriwala- The Contemporary Cafe,Coimbatore,"R.S. Puram, Coimbatore",Street Food,700,5.0
Krave,Coimbatore,"The Residency Towers, Coimbatore",Cafe,1000,5.0
The Asian Stories,Coimbatore,"Saibaba Colony, Coimbatore",Asian,1500,5.0
Hide in Heaven,Coimbatore,"Saravanampatti, Coimbatore","Finger Food, Cocktail Menu",1500,4.6
Midtown Cafe,Coimbatore,"Saibaba Colony, Coimbatore",Cafe,400,4.0
Vibe Spot Cafe,Coimbatore,"Saravanampatti, Coimbatore",Cafe,1000,4.0
Mercafe At Merlis,Coimbatore,"Avinashi Road, Coimbatore","Cafe, Continental",1500,4.0
WillsKitchen,Coimbatore,"Saravanampatti, Coimbatore","Chinese, Fast Food",150,4.0
The Cake Shop & Tea Lounge,Coimbatore,Radisson Blu Coimbatore,"Bakery, Cafe",800,4.0
Harusaki Coffee,Coimbatore,"Peelamedu, Coimbatore","Beverages, Coffee",700,4.0
10 Downing Street,Coimbatore,"The Arcadia, Coimbatore",Multicuisine,1700,4.2
Latitude 11,Coimbatore,Le Méridien Coimbatore,Finger Food,2400,4.0
Treat,Coimbatore,Zip by Spree Hotels Mangala International,Multicuisine,600,4.0
Waffi Caffi,Coimbatore,"Singanallur, Coimbatore","Desserts, Fast Food",500,4.0
Mercano at Merlis Coimbatore,Coimbatore,"Avinashi Road, Coimbatore","North Indian, South Indian, Continental",2000,4.0
Jonah's Bistro,Coimbatore,"Vadavalli, Coimbatore",Multicuisine,1000,4.0
Sulthan's Biryani,Coimbatore,"Vadavalli, Coimbatore","Mughlai, Chinese",500,4.0
Global Barbeque,Coimbatore,"Hotel Vijay Elanza, Coimbatore","Multicuisine, Barbeque",1400,3.2
Nebula Caff,Coimbatore,"Saibaba Colony, Coimbatore",Italian,600,4.0
Vibe Spot,Coimbatore,"R.S. Puram, Coimbatore",Multicuisine,1000,4.0
Luvha Pizzeria,Coimbatore,"Peelamedu, Coimbatore",Continental,250,4.0
Cafe C,Coimbatore,"Zone Connect By The Park, Coimbatore",Multicuisine,800,4.0
Cafe Blanca,Coimbatore,"Gopalapuram, Coimbatore","Fast Food, Bakery",1000,4.0
Big Ben Bar,Coimbatore,"Gandhipuram, Coimbatore",Indian,1000,4.0
EDM Club,Coimbatore,"Peelamedu, Coimbatore",Cocktail Menu,1700,4.0
Caffeine Drive,Coimbatore,"Kalapatti, Coimbatore","Beverages, Fast Food",700,4.0
Hotel Ponnusamy Elite,Coimbatore,"Vadavalli, Coimbatore",Indian,650,3.3
Hush Bar,Coimbatore,Radisson Blu Coimbatore,Cocktail Menu,1500,3.0
Peacock,Coimbatore,Le Méridien Coimbatore,"Indian, Multicuisine",2000,4.0
Chilled Drilled,Coimbatore,"Peelamedu, Coimbatore",Cafe,500,5.0
Ponzu,Coimbatore,Le Méridien Coimbatore,Pan Asian,2200,4.0
Zoca Cafe,Coimbatore,"Peelamedu, Coimbatore",Multicuisine,700,4.3
Eat Alley Cafe,Coimbatore,"Saibaba Colony, Coimbatore","Italian, Street Food",500,4.7
Hattan Bar,Coimbatore,"POPPYS TOWER, Coimbatore",Cocktail Menu,800,3.0
Tiki Tako Pub,Coimbatore,"Ram Nagar, Coimbatore","Cocktail Menu, Multicuisine",2300,1.0
O Cafe - O by Tamara,Coimbatore,Coimbatore,Cafe,800,4.0
The Coppers,Coimbatore,"Peelamedu, Coimbatore",Multicuisine,500,4.0
Pirates Bar and Kitchen,Coimbatore,"Peelamedu, Coimbatore","Finger Food, Cocktail Menu",2000,4.0
Sulthan's Biriyani,Coimbatore,"Koundampalayam, Coimbatore",Multicuisine,700,4.0
Hifive Cafe,Coimbatore,"Saravanampatti, Coimbatore",Multicuisine,1000,4.0
Nosh Up Cafe,Coimbatore,"Saibaba Colony, Coimbatore","Cafe, Asian, Continental",400,4.0
Tempt Asian,Coimbatore,"Hotel Park Elanza, Coimbatore",Multicuisine,1200,4.0
Sulthans Biriyani,Coimbatore,"Brookefields Mall, Ram Nagar",Multicuisine,1300,4.0
Ganga Cafe - Darza Resorts,Coimbatore,"Darza Luxury Resorts, Coimbatore",Indian,1500,4.0
The Cotton Bar,Coimbatore,"Welcomhotel By ITC Hotels, Coimbatore",Cocktail Menu,1500,4.0
360 Degrees,Coimbatore,"Gokulam Park, Coimbatore",Multicuisine,1500,4.0
Z Bar - Zone By The Park,Coimbatore,"Zone Connect By The Park, Coimbatore",Multicuisine,1200,4.0
Cardiff Cafe,Coimbatore,"Codissia, Coimbatore",Multicuisine,500,4.0
Juice N Cafe,Coimbatore,"Saibaba Colony, Coimbatore",Fast Food,600,4.0
Fresh Root Restaurant,Coimbatore,"Windstone Residency, Peelamedu",Multicuisine,1000,4.0
Brew Bee Cafe,Coimbatore,"Saravanampatti, Coimbatore","Italian, Continental",800,4.0
La Bonte,Coimbatore,"Hotel Seyon Plaza, Coimbatore",Multicuisine,1200,4.0
Kanakthara Restaurant,Coimbatore,"Gandhipuram, Coimbatore","Chinese, Indian",800,4.0
Kovai Lounge,Coimbatore,"Fairfield by Marriott, Coimbatore",Drinks Only,1500,4.0
Zomibi Gourmet,Coimbatore,"Saibaba Colony, Coimbatore",Italian,1200,4.0
Burgbites Cafe,Coimbatore,"Thudiyalur, Coimbatore",Fast Food,500,4.0
Kanakthara Restaurant,Coimbatore,"Avinashi Road, Coimbatore",Multicuisine,700,4.0
Afters,Coimbatore,"Nava India Road, Coimbatore",Cafe,500,4.0
He Brews Bar,Coimbatore,"Hotel Vijay Elanza, Coimbatore","Finger Food, Cocktail Menu",2200,4.0
Kaanchan Kitchen,Coimbatore,"R.S. Puram, Coimbatore",Indian,500,4.0
Vap Kitchen,Coimbatore,"Pappanaickenpalayam, Coimbatore",Multicuisine,700,4.0
Fuel Juice & Pasta Bar,Coimbatore,"Peelamedu, Coimbatore",Fast Food,600,4.0
La Bella Vita - O by Tamara,Coimbatore,Coimbatore,Multicuisine,1000,4.0
Favola - Le Meridien,Coimbatore,Le Méridien Coimbatore,Italian,2500,3.0
Clarky Bar,Coimbatore,"Hotel Venition Inn, Coimbatore",Finger Food,1100,5.0
Ponnusamy Hotel Elite,Coimbatore,"Brookefields Mall, Ram Nagar","South Indian, Multicuisine",600,3.4
Kovai Kitchen,Coimbatore,"Fairfield by Marriott, Coimbatore",Multicuisine,1500,3.2
Cardiff Cafe,Coimbatore,"Saibaba Colony, Coimbatore",Cafe,1000,4.0
Singai Star Biryani,Coimbatore,"Singanallur, Coimbatore",Multicuisine,800,4.0
Booster cafe,Coimbatore,"Peelamedu, Coimbatore",Cafe,600,4.0
Juice World Fresh N Juicy,Coimbatore,"Vilankurichi, Coimbatore",Multicuisine,200,4.0
Juice world Fresh N Juicy,Coimbatore,"Peelamedu, Coimbatore",Cafe,300,4.0
HIDEINN CAFE,Coimbatore,"Saibaba Colony, Coimbatore",Cafe,500,4.0
Thinaiyamuthu Millet Restaurant | RS Puram,Coimbatore,"R.S. Puram, Coimbatore",Multicuisine,500,4.0
USPFC (US PIZZA & FRIED CHICKEN),Coimbatore,"Pappanaickenpalayam, Coimbatore","Fast Food, Chicken",500,4.0
Juice World FRESH 'N' JUICY,Coimbatore,"Saravanampatti, Coimbatore","Cafe, Fast Food",500,4.0
Zibe Coimbatore by GRT Hotels,Coimbatore,"GRT Hotles, Coimbatore",Multicuisine,1000,4.0
Kings Park Restaurant,Coimbatore,"Kalapatti, Coimbatore",Multicuisine,650,4.0
Bazaar - Zone By The Park,Coimbatore,"Zone Connect By The Park, Coimbatore",Multicuisine,1300,2.0
Cahyo- Garden Cafe,Coimbatore,"R.S. Puram, Coimbatore",Italian,800,4.0
Bow Bow Bliss Restrocafe,Coimbatore,"Kalapatti, Coimbatore",Multicuisine,500,5.0
Kadarkarai Family Restaurant,Coimbatore,"Kalapatti, Coimbatore","Seafood, Multicuisine",600,4.0
G-Spirit Bar,Coimbatore,"Hotel Gowtham, Coimbatore",Multicuisine,1000,5.0
PVR,Coimbatore,"Brookefields Mall, Ram Nagar",Fast Food,500,4.6
Liyaqat,Coimbatore,"Singanallur, Coimbatore",Fast Food,700,5.0
Giani Icecreams,Coimbatore,"Peelamedu, Coimbatore",Ice Cream,300,5.0
Ayshama Biriyani,Coimbatore,"Palakkad - Coimbatore Road, Coimbatore",Multicuisine,800,5.0
PVR INOX,Coimbatore,"Seeranaickenpalayam, Coimbatore",Fast Food,600,4.6
That's Y Food,Coimbatore,"R.S. Puram, Coimbatore",Multicuisine,800,4.2
Black Door Cafe,Coimbatore,"Peelamedu, Coimbatore",Fast Food,600,4.0
Chocko Choza,Coimbatore,"Gopalapuram, Coimbatore","Fast Food, Desserts, Italian",500,4.0
Sharjah Biriyani House,Coimbatore,"Tatabad, Coimbatore",Biryani,800,4.0
Kocchei Kudil,Coimbatore,"Palakkad - Coimbatore Road, Coimbatore",South Indian,700,4.0
Chicky Chocos Cafe,Coimbatore,"Avinashi Road, Coimbatore",Fast Food,600,4.0
Hotel Ammuma,Coimbatore,"R.S. Puram, Coimbatore",South Indian,500,4.0
Café All Rise,Coimbatore,"Trichy Road, Coimbatore",Cafe,400,4.0
Akshaya Park Restaurant,Coimbatore,"Thudiyalur, Coimbatore",Indian,600,4.0
F Lounge Bar & Kitchen,Coimbatore,"Hotel Chenthur Park, Coimbatore",Multicuisine,1000,4.0
La Fiera Pizzeria,Coimbatore,"Subramaniapuram, Coimbatore",Pizza,600,4.0
Delige Foods Rooftop Restaurant,Coimbatore,"Subramaniapuram, Coimbatore",South Indian,600,4.0
Chichen Story,Coimbatore,"Singanallur, Coimbatore",Fast Food,600,4.0
Cafe Retroo,Coimbatore,"Saibaba Colony, Coimbatore",Cafe,500,4.0
Kovai Virunthu,Coimbatore,"Sitra, Coimbatore",Indian,800,4.0
Adithya Cafe,Coimbatore,"R.S. Puram, Coimbatore",Fast Food,1000,4.0
Minis Urban Bites,Coimbatore,"Hope College, Peelamedu, Coimbatore",Fast Food,1000,4.0
The Paniyaram Company,Coimbatore,"Avinashi Road, Coimbatore",South Indian,300,4.0
Minis Urban Bites,Coimbatore,"Illango Nagar, Coimbatore",Fast Food,1000,4.0
Kovai Akshaya Social Club,Coimbatore,"Neelambur, Coimbatore",Sizzlers,1000,4.0
AFRÁTOS Burgers and Fries,Coimbatore,"R.S. Puram, Coimbatore",Fast Food,500,4.0
Elevate Bar & Lounge,Coimbatore,"Ram Nagar, Coimbatore","Finger Food, Cocktail Menu",1900,4.0
The Falooda Shop,Coimbatore,"Ramanathapuram, Coimbatore","Beverages, Fast Food",600,4.0
Nahar Jaisalmer Veg Restaurant,Coimbatore,"R.S. Puram, Coimbatore",Multicuisine,800,4.0
Chicago Pizza,Coimbatore,"R.S. Puram, Coimbatore",Italian,800,4.0
ROCK N ROLL,Coimbatore,"Peelamedu, Coimbatore",Cafe,500,4.0
Chill Pannu Mappi,Coimbatore,"Sundarapuram, Coimbatore",Multicuisine,400,4.0
Fully Biriyani,Coimbatore,"Hope College, Peelamedu, Coimbatore","Indian, Biryani",700,4.0
Kukai by Cahyo Garden Cafe,Coimbatore,"R.S. Puram, Coimbatore",Multicuisine,800,4.0
The Den,Coimbatore,"R.S. Puram, Coimbatore",Fast Food,400,4.0
Dancing Chef Biryani,Coimbatore,"Indira Nagar, Coimbatore, Coimbatore",Indian,800,4.0
Orion Bar & Rooftop Garden Restaurant,Coimbatore,"Gandhipuram, Coimbatore",Multicuisine,1500,4.0
Green Banana Restaurant,Coimbatore,"Saravanampatti, Coimbatore",South Indian,700,4.0
Fuzion Resto Bar,Coimbatore,"Mettupalayam, Coimbatore","Cocktail Menu, Multicuisine",1500,4.0
The Mystic Mayans,Coimbatore,"R.S. Puram, Coimbatore",Continental,800,4.0
Burger Square,Coimbatore,"Avinashi Road, Coimbatore",Fast Food,600,4.0
Honey Dew,Coimbatore,"Hotel Chenthur Park, Coimbatore",Multicuisine,750,4.0
Puttum Meenum,Coimbatore,"Tatabad, Coimbatore","Chinese, Italian",700,4.0
Zorro Cafe,Coimbatore,"Peelamedu, Coimbatore",Cafe,500,4.0
Oswalds Ice cream,Coimbatore,"R.S. Puram, Coimbatore",Ice Cream,300,4.0
Jovi's Kitchen,Coimbatore,"Saibaba Colony, Coimbatore",Multicuisine,500,4.0
Cafe Tango,Coimbatore,"Peelamedu, Coimbatore",Chinese,800,4.0
Cafe Talks,Coimbatore,"Sitra, Coimbatore",Cafe,600,4.0
