Restaurant Name,City,Area,Cuisine Type,Cost for Two,Ratings
The Bikers Cafe,Delhi-Ncr,"Golf Course Road, Gurgaon",Multicuisine,1000,4.4
High Spirits,Delhi-Ncr,"Hilton Garden Inn, Saket","Finger Food, Cocktail Menu",1500,3.7
Mongabay,Delhi-Ncr,"Sector 59, Gurgaon",Multicuisine,2500,5.0
Roman Garden,Delhi-Ncr,"The Royal Plaza, New Delhi",Multicuisine,2500,2.0
NAO - Next Asian Outing,Delhi-Ncr,"Greater Kailash (GK) 2, South Delhi","Pan Asian, Thai Food",1800,5.0
The Sky High,Delhi-Ncr,"Vasant Kunj, South Delhi",Multicuisine,1200,4.1
Underdoggs,Delhi-Ncr,Worldmark 2,"Cocktail Menu, Multicuisine",2000,4.3
Symposium,Delhi-Ncr,"Sector 12, Dwarka, West Delhi",Multicuisine,1000,4.2
Ethyl,Delhi-Ncr,"Radisson, Noida",Finger Food,3450,4.3
Odella,Delhi-Ncr,"Green Park Extension Market, South Delhi",Multicuisine,2000,4.3
Flluid,Delhi-Ncr,"Mosaic Hotels, Noida",Multicuisine,1500,4.3
Parlour,Delhi-Ncr,"Grand Hyatt, Gurgaon",Multicuisine,1500,4.3
Zodiac,Delhi-Ncr,"Fortune Park, East Delhi",Multicuisine,1500,5.0
Toy Box,Delhi-Ncr,"Sector 29, Gurgaon",Multicuisine,1500,3.6
Manhattan Bar & Brewery,Delhi-Ncr,"Global Foyer Mall, Gurgaon","Cocktail Menu, Multicuisine",2000,3.9
Sandoz BBQ,Delhi-Ncr,"Janakpuri, West Delhi",Multicuisine,1800,4.0
Cha Bar,Delhi-Ncr,"Connaught Place (CP), Central Delhi",Cafe,400,4.5
Downtown 29,Delhi-Ncr,"Sector 29, Gurgaon","Cocktail Menu, Multicuisine",1200,4.2
Wat-A-Burger!,Delhi-Ncr,"Connaught Place (CP), Central Delhi","Fast Food, Burgers",350,4.7
The Lhasa Lounge,Delhi-Ncr,"Sector 104, Noida","Pan Asian, Cafe",1100,4.2
Kaffiiaa,Delhi-Ncr,"Sector 18, Noida",Multicuisine,1000,4.2
Masala Synergy,Delhi-Ncr,"M3M IFC, Sector 66, Gurgaon","North Indian, Modern Indian",2000,4.6
Hahn's kitchen,Delhi-Ncr,"One Horizon Center, Golf Course Road",Korean,1800,4.5
Masala Munch Vegetarian Restaurant,Delhi-Ncr,"Manesar, Gurgaon",Multicuisine,800,4.4
Kartoon Cafe,Delhi-Ncr,"Janakpuri, West Delhi","Beverages, Multicuisine",1200,4.5
Breakin' Brew,Delhi-Ncr,"Karkardooma, East Delhi","European, Indian",700,4.5
Illuzion Luxe Club,Delhi-Ncr,"Gardens Galleria Mall, Sector 38 Noida",Multicuisine,1700,3.3
Carnivale,Delhi-Ncr,"Galaxy blue Sapphire Mall,Greater Noida",Indian,1500,4.0
Nebo,Delhi-Ncr,"Ansal Plaza Mall, Andrews Ganj","Japanese, Italian, North Indian",2000,4.0
Say Fontina,Delhi-Ncr,"Sector 129, Noida",Multicuisine,1200,4.3
Jamie Oliver Kitchen,Delhi-Ncr,"Ambience Mall, Gurgaon",Italian,2000,4.0
Flavours,Delhi-Ncr,"Golden Tulip, Sector 29",Multicuisine,1800,4.0
Nook,Delhi-Ncr,Aloft Hotel Aerocity New Delhi,Multicuisine,1800,4.4
Maison Maiya,Delhi-Ncr,"Grand Hyatt, Gurgaon","Indian, Asian",3450,4.4
Almadhaq,Delhi-Ncr,"Baani square, Sector 50, Gurgaon",Lebanese,1000,4.7
Sampan,Delhi-Ncr,"The Suryaa Hotel, New Delhi",Pan Asian,3400,4.7
Dessert Station,Delhi-Ncr,"Karol Bagh, Central Delhi","Beverages, Ice Cream",300,4.0
The Snow Co.,Delhi-Ncr,"Connaught Place (CP), Central Delhi",Ice Cream,400,4.0
Qavalli,Delhi-Ncr,"Epicuria Mall, Nehru Place",Mughlai,2000,4.9
Seasonal Tastes,Delhi-Ncr,"The Westin, Gurgaon",Multicuisine,3450,4.3
Perch Wine & Coffee Bar,Delhi-Ncr,"Vasant Vihar, South Delhi",European,1800,4.6
K3,Delhi-Ncr,"JW Marriott Aerocity, New Delhi",Multicuisine,3000,4.4
Stallion,Delhi-Ncr,"Pride Plaza Hotel, New Delhi",Cocktail Menu,3000,4.9
Barbeque Nation,Delhi-Ncr,"Regal Building, Central Delhi",Barbeque,2000,2.0
Cafe Delhi One,Delhi-Ncr,"Hotel Connaught Royale, Delhi",Multicuisine,1400,5.0
Kijiji On The Roof,Delhi-Ncr,"Sector 47, Gurgaon","Cocktail Menu, Multicuisine",1800,4.8
Ilios,Delhi-Ncr,"Sector 71, Gurgaon",Multicuisine,1500,4.7
The Pit Restaurant,Delhi-Ncr,"Global Foyer Mall, Gurgaon","Italian, Barbeque",1200,5.0
Local,Delhi-Ncr,"Sector 38, Noida","Cocktail Menu, Multicuisine",1200,4.1
COCCO N CURRY,Delhi-Ncr,"Sector 3, Rohini, West Delhi",Multicuisine,1000,3.8
Duty Free Courtyard,Delhi-Ncr,"Sector 38, Noida",Multicuisine,1400,3.6
The Drunken Botanist,Delhi-Ncr,"DLF Cyber City, Gurgaon","Cocktail Menu, Multicuisine",1500,4.3
Pepper Pot,Delhi-Ncr,"Sector 56, Gurgaon","Chinese, North Indian",600,4.5
Pinch of Spice,Delhi-Ncr,"Sector 10, Dwarka, West Delhi",Multicuisine,1400,4.5
Smokey Lounge,Delhi-Ncr,"Basant Lok, Vasant Vihar, South Delhi",Multicuisine,1800,4.4
White Oak,Delhi-Ncr,"Paharganj, Central Delhi",Multicuisine,1000,4.6
La Bamba - High Energy Club,Delhi-Ncr,"Sector 29, Gurgaon",Multicuisine,1200,4.0
Sassy Oscar,Delhi-Ncr,"Gardens Galleria Mall, Sector 38 Noida",Multicuisine,2000,3.0
Downtown Village,Delhi-Ncr,"Hauz Khas Village, South Delhi",Multicuisine,1200,3.1
Boogie Woogie,Delhi-Ncr,Karkardooma Community Centre,Multicuisine,1800,3.5
Sky High,Delhi-Ncr,"Sector 98, Noida","Cocktail Menu, Multicuisine",1300,3.9
Dutyfree My Pocket Friendly Bar,Delhi-Ncr,"Sector 142, Noida",Multicuisine,1900,3.3
Branche Restaurant,Delhi-Ncr,"Golden Tulip Suites, Gurgaon",Multicuisine,1500,4.1
Cafe De Flora,Delhi-Ncr,"AIPL Joy Central, Sector 65, Gurgaon",Italian,1200,4.9
Downtown Galleria,Delhi-Ncr,"DLF Phase 4, Gurgaon",Multicuisine,1800,4.7
EBISU Fine Japanese Cuisine,Delhi-Ncr,"District Center, Saket",Japanese,2000,4.8
Mesa Kitchen And Bar,Delhi-Ncr,Worldmark 3,European,2000,4.5
Govardhan,Delhi-Ncr,"Aurobindo Marg, South Delhi",South Indian,550,4.4
The Coffee Bean & Tea Leaf,Delhi-Ncr,"Rajouri Garden, West Delhi",Coffee and Tea,600,4.2
Punjabi by Nature,Delhi-Ncr,"M3M IFC, Sector 66, Gurgaon",North Indian,2000,4.0
Cecilia's Pizzeria,Delhi-Ncr,"Panchsheel Park, South Delhi",Italian,1200,4.3
Jamie’s Pizzeria,Delhi-Ncr,"Vegas Mall, Dwarka",Italian,1200,4.3
Moire Cafe Lounge & Bar,Delhi-Ncr,"Gardens Galleria Mall, Sector 38 Noida",Cocktail Menu,1500,3.9
Gourmet Bar,Delhi-Ncr,"Novotel City Centre, Delhi NCR",Multicuisine,3000,4.0
Unbound Cafe,Delhi-Ncr,"Sector 17, Dwarka, West Delhi","Chinese, Indian",1400,4.6
Seoul Restaurant,Delhi-Ncr,"Ansal Plaza Mall, Khel Gaon Marg",Korean,2000,4.7
Miss Pinto,Delhi-Ncr,"Vasant Vihar, South Delhi",European,2500,4.2
At Live,Delhi-Ncr,"Sector 104, Noida",Multicuisine,1500,4.3
Kake Da Hotel,Delhi-Ncr,"Raj Nagar, Ghaziabad",North Indian,700,3.7
Caffe Bella Italia,Delhi-Ncr,"Gwal Pahari, Gurgaon","Beverages, Italian",600,4.7
The Salt Cafe Kitchen & Bar,Delhi-Ncr,"Preet Vihar, East Delhi",Multicuisine,1200,4.4
China Club,Delhi-Ncr,"MG Road, Gurgaon, Gurgaon",Chinese,2500,4.6
Meraki Cafe & Bar,Delhi-Ncr,"Defence Colony, South Delhi",Multicuisine,1400,4.2
India Grill,Delhi-Ncr,"Hilton Garden Inn, Saket",Indian,2400,3.8
Chica,Delhi-Ncr,"Netaji Nagar, South Delhi",Multicuisine,2600,4.2
Paprika Park,Delhi-Ncr,"Indirapuram, Ghaziabad",Multicuisine,1500,3.9
Tama Brewery And World Kitchen,Delhi-Ncr,"Sector 16, Faridabad",Multicuisine,1750,4.3
Birch by Romeo Lane,Delhi-Ncr,"Pacific Mall, Netaji Subhash Place",Multicuisine,1800,3.8
Nineteen 78,Delhi-Ncr,"Select Citywalk Mall, Saket","Asian, Continental",1500,4.2
Ikk Panjab,Delhi-Ncr,"Sector 42, Gurgaon","North Indian, Punjabi",2500,4.5
L’Osteria Bella,Delhi-Ncr,Holiday Inn New Delhi International Airport,Italian,3000,4.6
Bruno's Pizzeria,Delhi-Ncr,"Galleria Market, Gurgaon","European, Italian",1500,4.0
Echoes,Delhi-Ncr,"Kailash Colony, South Delhi","Italian, Indian, Chinese",1400,3.8
Deja Brew,Delhi-Ncr,"Greater Kailash (GK) 2, South Delhi",Multicuisine,1000,4.3
32 East,Delhi-Ncr,"The Leela Ambience Convention Hotel, New Delhi",Multicuisine,3000,5.0
The U Kitchen,Delhi-Ncr,"Greater Noida, Noida",Multicuisine,1000,4.3
The Glutton Cafe,Delhi-Ncr,"Sector 67, Gurgaon",Multicuisine,1500,3.7
Fabcafe By FabIndia Lajpat Nager,Delhi-Ncr,"Lajpat Nagar 3, South Delhi",Indian,800,4.6
RAAG by Miss Nora,Delhi-Ncr,"Rajouri Garden, West Delhi",Indian,1400,4.0
Suprasaad,Delhi-Ncr,"Badarpur Border, South Delhi",South Indian,1200,4.1
Dolche by Duty Free,Delhi-Ncr,"GT Karnal Rd, Gujranwala Town, North Delhi",Multicuisine,2800,4.0
Plats,Delhi-Ncr,"Malviya Nagar, South Delhi","Beverages, European",2200,4.6
Kebabs & Kurries,Delhi-Ncr,"WelcomHotel Dwarka, New Delhi",Awadhi,2600,4.3
MEGU,Delhi-Ncr,"The Leela Palace, New Delhi",Japanese,3450,4.7
Idlinama,Delhi-Ncr,"Greater Kailash (GK) 2, South Delhi",South Indian,800,4.5
Indus Flavour (Proudly Vegetarian),Delhi-Ncr,"Pacific Mall, Netaji Subhash Place",Multicuisine,1000,4.3
Veu by Duty Free,Delhi-Ncr,"Raj Nagar, Ghaziabad",Multicuisine,1500,2.8
Mosaic,Delhi-Ncr,"Crowne Plaza, Rohini",Multicuisine,3000,4.3
Moets,Delhi-Ncr,"Sector 70, Gurgaon",Multicuisine,2000,4.4
Cafe on 3,Delhi-Ncr,"Holiday Inn, Mayur Vihar Phase 1",North Indian,2000,4.1
Shri Ram Dhaba - Omaxe City,Delhi-Ncr,"Sector 49, Gurgaon",Indian,800,4.3
Sambar Ritual,Delhi-Ncr,"The Boulevard At Magnum Global Park, Sector 58, Gurgaon",South Indian,1000,4.6
Pirates Of Grill,Delhi-Ncr,"DLF Mall of India, Sector 18, Noida",Multicuisine,2100,4.5
The Grill House,Delhi-Ncr,"Galaxy blue Sapphire Mall,Greater Noida",Multicuisine,1500,3.8
PizzaExpress,Delhi-Ncr,"Sector 62, Noida","Pizza, Italian",1400,5.0
Cilantro,Delhi-Ncr,"Trident, Gurgaon",Multicuisine,2500,4.5
Atmos29 RestoBar & Club,Delhi-Ncr,"Greater Noida, Noida",Multicuisine,1200,5.0
IAH,Delhi-Ncr,"The Roseate, New Delhi","Cocktail Menu, Finger Food",1500,4.9
Popes' Southwest Cantina,Delhi-Ncr,"M3M Broadway, Sector 71, Gurgaon",Multicuisine,1000,4.0
Baby Dragon Bar & Restaurant,Delhi-Ncr,"Sector 18, Noida",Chinese,1400,4.3
Lobby Lounge,Delhi-Ncr,"The Royal Plaza, New Delhi","Fast Food, Coffee and Tea",2000,4.0
Gonzo Asian Street Bar,Delhi-Ncr,"Vasant Vihar, South Delhi",Asian,1000,3.5
21 Shots,Delhi-Ncr,"Sector 29, Gurgaon",Cocktail Menu,1200,3.0
La Isla,Delhi-Ncr,"Greater Kailash (GK) 1, South Delhi","Italian, Mexican",1200,5.0
Atmosphere Restro & Bar,Delhi-Ncr,"Pitampura, North Delhi",Multicuisine,1000,4.7
Pukhtaan - Legacy of Padma Shri Chef Imtiaz Qureshi,Delhi-Ncr,"Satyaniketan, South Delhi",Mughlai,1100,4.2
21 Candles Restaurant & Cafe,Delhi-Ncr,"Anand Vihar, East Delhi",Multicuisine,1000,4.2
Bottles and Barrels,Delhi-Ncr,"Sector 30, Gurgaon",Multicuisine,2000,3.2
Namaste Punjab,Delhi-Ncr,"Greater Noida, Noida",Multicuisine,1000,4.4
Kylin Experience,Delhi-Ncr,"DLF Mall of India, Sector 18, Noida",Pan Asian,1500,4.5
Sky Rozo,Delhi-Ncr,"Janakpuri, West Delhi",Multicuisine,1400,3.8
Pinxx,Delhi-Ncr,"Sector 49, Gurgaon",Multicuisine,1200,3.9
Easy Tiger by Boraan,Delhi-Ncr,"The Kitchens, Gurgaon","Thai, oriental, Asian",2000,4.8
Sorbo,Delhi-Ncr,"Sector 42, Gurgaon","Mediterranean, Asian, Continental",2000,3.6
P.F. Chang's,Delhi-Ncr,"Cyber Hub, Gurgaon","Pan Asian, Chinese, Asian",2000,4.2
Tres,Delhi-Ncr,"Lodhi Colony, South Delhi",European,3000,4.6
Tea Studio,Delhi-Ncr,"Radisson Blu, Faridabad","Bakery, Coffee and Tea",1000,4.0
Ping's Café Orient,Delhi-Ncr,"Lodhi Colony, South Delhi","Cocktail Menu, Pan Asian",700,4.5
Curry Crown,Delhi-Ncr,"Sector 144, Noida",Multicuisine,1200,3.7
Dana Choga,Delhi-Ncr,"Sector 14, Gurgaon",North Indian,1000,4.3
6 Ballygunge Place,Delhi-Ncr,"Eldeco Centre, Saket, Delhi NCR",Multicuisine,1000,4.4
Saucy Cocktail Garden,Delhi-Ncr,"Vishal Enclave, Rajouri Garden, West Delhi",Multicuisine,2000,3.4
The Droots,Delhi-Ncr,"Pitampura, North Delhi",Multicuisine,1200,2.9
Drooling by The Shang,Delhi-Ncr,"Bharthal, Sector 23, Dwarka",Multicuisine,600,4.8
AK's Bar,Delhi-Ncr,"Karma Lakelands, Manesar","Cocktail Menu, Multicuisine",1600,4.6
The Bbq Industry,Delhi-Ncr,"Jail Road, West Delhi","Indian, Barbeque",1600,4.4
United Coffee House,Delhi-Ncr,"Pacific Mall, Tagore Garden",Multicuisine,1200,4.1
Houz,Delhi-Ncr,"Worldmark 4, Sector 65, Gurgaon",Global Cuisine,2300,4.3
The Chatter House,Delhi-Ncr,"Khan Market, Central Delhi",Cocktail Menu,1800,4.4
Organic Bistro,Delhi-Ncr,"Khan Market, Central Delhi",Multicuisine,1400,5.0
Penthouse Dutyfree,Delhi-Ncr,"Green Park, South Delhi",Multicuisine,2000,3.5
Monet,Delhi-Ncr,"Ansal Plaza Mall, Khel Gaon Marg",Multicuisine,2000,3.5
Celeste,Delhi-Ncr,"32nd Avenue, Gurgaon",Modern Indian,1600,4.3
Heritage The Fine Dine,Delhi-Ncr,"Sector 15, Gurgaon",Indian,900,4.4
Under The Neem,Delhi-Ncr,"Sector 80, Gurugram, Delhi NCR",Multicuisine,2700,4.4
Mystery Of Food,Delhi-Ncr,Indirapuram Habitat Centre,Multicuisine,1200,4.1
Dastak,Delhi-Ncr,"Sector 16, Faridabad",Multicuisine,1000,3.9
Moti Mahal Delux,Delhi-Ncr,"Sector 63, Noida",North Indian,1100,4.1
Saffron Restaurant,Delhi-Ncr,"Paharganj, Central Delhi","Indian, Continental",500,4.0
Pikwik Since 1991,Delhi-Ncr,"Pitampura, North Delhi",Indian,800,4.6
J's Contemporary Oriental,Delhi-Ncr,"Sector 18, Noida",oriental,1500,4.6
Ingri at Museo,Delhi-Ncr,"DLF Phase 4, Gurgaon",European,1500,4.1
House of Tequila,Delhi-Ncr,"Rajouri Garden, West Delhi","Cocktail Menu, Multicuisine",1200,2.0
Young wildfree cafe,Delhi-Ncr,"Moti Bagh, South Delhi",Multicuisine,600,4.3
Cosy Box,Delhi-Ncr,"One Horizon Center, Golf Course Road","Mediterranean, Turkish",3000,4.5
The Red Brick Room,Delhi-Ncr,"The Westin Sohna Resort & Spa, Gurgaon",Multicuisine,3450,4.4
Bo Tai,Delhi-Ncr,"Mehrauli, South Delhi","Asian, Cocktail Menu, Fusion",3000,4.5
Chaayos,Delhi-Ncr,"F Block, Connaught Place, Central Delhi",Fast Food,500,4.5
Appetito,Delhi-Ncr,"Knowledge Park II, Noida","Multicuisine, Beverages",1500,4.8
Tahia,Delhi-Ncr,"Sector 104, Noida",Multicuisine,1200,4.4
Glass House,Delhi-Ncr,"DoubleTree by Hilton, Gurugram Baani Square",Multicuisine,3000,4.0
Desi Vibes,Delhi-Ncr,Ithum Galleria Mall,North Indian,1200,4.0
Monkey Bar,Delhi-Ncr,"Vasant Kunj, South Delhi","Cocktail Menu, Multicuisine",1700,4.4
34 Masala Lane,Delhi-Ncr,"Vasundhara, Ghaziabad",Multicuisine,700,4.3
IFC Moti Mahal,Delhi-Ncr,"Sector 66, Gurgaon",North Indian,1100,4.1
Oscar,Delhi-Ncr,"Vishal Enclave, Rajouri Garden, West Delhi",Cocktail Menu,2000,2.5
Kawaii,Delhi-Ncr,"GTB Nagar, North Delhi",Multicuisine,1000,4.1
London Street Cafe & Bar,Delhi-Ncr,"Aditya Mega Mall, Karkardooma",Multicuisine,1000,4.0
Val Halla,Delhi-Ncr,"Indirapuram, Ghaziabad","Finger Food, Cocktail Menu",1500,4.0
Rumours Rooftop,Delhi-Ncr,"Sector 63, Noida","Chinese, Indian, Italian",1500,4.0
Cafe Pamaa,Delhi-Ncr,"Sector 141, Noida",Multicuisine,1000,4.5
Cream Centre,Delhi-Ncr,"Sector 73, Noida",Multicuisine,1500,4.5
Dorrance Cafe Club and Bar,Delhi-Ncr,"Sector 81, Faridabad, Faridabad",Cocktail Menu,1500,3.9
Kiona,Delhi-Ncr,"Aurobindo Marg, South Delhi",Multicuisine,1800,4.1
Pankh,Delhi-Ncr,"Punjabi Bagh, West Delhi",Multicuisine,1200,2.7
Kala Cafe,Delhi-Ncr,"Parliament Street, Central Delhi",Multicuisine,600,4.5
Downtown Magnum,Delhi-Ncr,"The Boulevard At Magnum Global Park, Sector 58, Gurgaon","Mexican, Pan Asian",1600,5.0
I Sacked Newton,Delhi-Ncr,"Sector 32, Noida","Multicuisine, Cocktail Menu",2000,4.3
Taco Bell,Delhi-Ncr,"Connaught Place (CP), Central Delhi","Mexican, Tex-Mex",550,5.0
Haldiram's,Delhi-Ncr,"Pusa Road, Central Delhi",Street Food,400,5.0
Indian Republic Canteen,Delhi-Ncr,"Connaught Place (CP), Central Delhi",Modern Indian,1000,4.2
The Barbeque Company,Delhi-Ncr,"Rajouri Garden, West Delhi",Multicuisine,1200,3.7
INOX,Delhi-Ncr,"Connaught Place (CP), Central Delhi",Fast Food,500,5.0
Sura Vie Live it Up!,Delhi-Ncr,"Pacific Mall, Netaji Subhash Place",Multicuisine,1600,4.3
The Burger Club,Delhi-Ncr,"Karol Bagh, Central Delhi",Burgers,800,5.0
Beyond Design Bistro,Delhi-Ncr,"Sultan Pur, South Delhi",Multicuisine,1300,4.0
Barish Lounge & Rooftop,Delhi-Ncr,"Gardens Galleria Mall, Sector 38 Noida",Multicuisine,1800,2.7
Ivoryy Delhi,Delhi-Ncr,"Malviya Nagar, South Delhi",Multicuisine,1200,4.1
DRAMZ,Delhi-Ncr,"Mehrauli, South Delhi",Multicuisine,3000,4.0
Unlocked - Bar.Kitchen.Escape Room,Delhi-Ncr,"32nd Avenue, Gurgaon",Continental,1200,4.1
Infinity,Delhi-Ncr,"Crowne Plaza, Mayur Vihar Phase 1",Italian,2600,4.1
The Brew Bar,Delhi-Ncr,Radisson Gurugram Udyog Vihar,"Finger Food, Cocktail Menu",2000,4.5
Be Raw Rooftop Cafe,Delhi-Ncr,"Sector 31, Gurgaon",Multicuisine,500,4.0
The Creative Kitchen,Delhi-Ncr,"Radisson, Noida",Multicuisine,3450,4.4
Cafe Amaretto,Delhi-Ncr,"DLF South Point Mall, Golf Course Road",Italian,1600,4.6
Rremix,Delhi-Ncr,"Sector 129, Noida",Multicuisine,2000,4.0
Wok In The Clouds,Delhi-Ncr,"Rajouri Garden, West Delhi",Chinese,2000,4.3
Nando's,Delhi-Ncr,"DLF Mall of India, Sector 18, Noida","African, Portuguese",1200,4.4
Chaupal,Delhi-Ncr,"The Westin Sohna Resort & Spa, Gurgaon","Finger Food, Cocktail Menu",3450,4.0
Le Cantine,Delhi-Ncr,"DLF Promenade Mall, Vasant Kunj",European,1200,4.3
Pioneers Flavours of China,Delhi-Ncr,"Connaught Place (CP), Central Delhi",Chinese,1000,1.0
Café Resto,Delhi-Ncr,"Jaypee Vasant Continental, New Delhi",Multicuisine,2000,4.4
Brown Brew,Delhi-Ncr,"Sector 46, Gurgaon, Gurgaon",Multicuisine,1200,4.0
Olly- Olive's All Day Cafe & Bar,Delhi-Ncr,"Cyber Hub, Gurgaon","Pizza, European",1400,4.4
Ryba Cafe & Dining,Delhi-Ncr,"DLF Phase 4, Gurgaon","Mediterranean, North Indian, Turkish",1300,4.9
Finns Cafe,Delhi-Ncr,"Sector 104, Noida",Multicuisine,1100,5.0
All Day Diner,Delhi-Ncr,"Sunday Hotels and Residences, Gurgaon",Multicuisine,1000,4.0
Diablo,Delhi-Ncr,"Mehrauli, South Delhi",Multicuisine,2000,4.1
Garden Lovers Botanical Boutique & Cafe,Delhi-Ncr,"MGF Plaza Mall, Gurgaon",Cafe,700,4.2
Vicoli,Delhi-Ncr,"Global Foyer Mall, Gurgaon","European, Mediterranean",2500,5.0
Guppy,Delhi-Ncr,"Lodhi Colony, South Delhi","Japanese, Sushi",2200,4.5
Edesia,Delhi-Ncr,"Crowne Plaza, Okhla",Multicuisine,2800,4.1
Malamen Kitchen and Bar,Delhi-Ncr,"Okhla Phase 3, South Delhi",Multicuisine,1200,4.6
Zythos Loft Bar and Brew,Delhi-Ncr,"Entertainland Mall,Gurugram",Multicuisine,1500,4.6
The Library,Delhi-Ncr,"The Leela Palace, New Delhi",Cocktail Menu,3450,4.1
Noe,Delhi-Ncr,"Chanakyapuri, Central Delhi","Italian, African",3000,4.0
Wafflesome,Delhi-Ncr,"Connaught Place (CP), Central Delhi","Desserts, Sandwiches, Shakes",500,4.0
Zylo by Kakapo,Delhi-Ncr,"Mehrauli, South Delhi",Multicuisine,3000,4.2
Zazu,Delhi-Ncr,"Greater Kailash (GK) 3, South Delhi",Multicuisine,1000,4.3
W XYZ,Delhi-Ncr,Aloft Hotel Aerocity New Delhi,"Finger Food, Cocktail Menu",2500,3.6
Tangra Tales Of Chinatown,Delhi-Ncr,"The Westin Sohna Resort & Spa, Gurgaon","Chinese, Asian",3000,4.0
Kofuku,Delhi-Ncr,"Khel Gaon Marg, South Delhi","Japanese, Sushi",1500,4.7
Privee,Delhi-Ncr,"Janpath, Central Delhi","Finger Food, Cocktail Menu",3000,4.0
Bloom Cafe,Delhi-Ncr,Bloomrooms @ New Delhi Railway Station,Multicuisine,1200,4.0
CHAIWICH,Delhi-Ncr,"Karol Bagh, Central Delhi",Cafe,150,4.0
Le Petit Chef,Delhi-Ncr,Shangri-La Eros New Delhi,European,3450,4.0
DICE Cafe,Delhi-Ncr,"Rajinder Nagar, Central Delhi",Cafe,300,4.0
Bloom Café,Delhi-Ncr,"Bloom Boutique, Connaught Place Area, Delhi NCR",Multicuisine,1200,4.0
Shakes & Snacks Corner,Delhi-Ncr,"Connaught Place (CP), Central Delhi",Shakes,500,4.0
Kheer,Delhi-Ncr,"Roseate House, New Delhi",North Indian,3450,4.4
Bun And Boota,Delhi-Ncr,"Sector 62, Gurgaon",Multicuisine,1300,5.0
Spiritual,Delhi-Ncr,"DoubleTree by Hilton, Gurgaon",Multicuisine,2100,4.8
Veranda,Delhi-Ncr,"Park Plaza, Faridabad",Multicuisine,2200,4.2
The Salt Cafe,Delhi-Ncr,"Sector 104, Noida",Multicuisine,1600,4.0
House #309 by Sweet Obsession,Delhi-Ncr,"DLF South Point Mall, Golf Course Road","Bakery, Cafe",700,4.8
Rigo Restaurant+Bistro,Delhi-Ncr,"Majnu ka Tila, North Delhi","Chinese, Tibetan",1000,4.5
"Cocktails & Dreams, Speakeasy",Delhi-Ncr,"Sector 15, Gurgaon",Multicuisine,3000,4.6
Downtown South Point Mall,Delhi-Ncr,"Sector 53, Gurgaon","Chinese, North Indian",1800,4.5
RBG,Delhi-Ncr,"Park Inn by Radisson, Patparganj",Multicuisine,1500,4.4
Cafe Taxi,Delhi-Ncr,"GTB Nagar, North Delhi",Multicuisine,1200,4.5
Noura Delhi,Delhi-Ncr,"Pitampura, North Delhi",Multicuisine,1300,2.0
Lore - Recipes Retold For Today,Delhi-Ncr,"MG Road, Gurgaon, Gurgaon",Continental,3000,5.0
Human - Elite Night Club,Delhi-Ncr,"Sector 29, Gurgaon",Multicuisine,1200,3.0
Roesia Bar Brewery Modern Kitchen,Delhi-Ncr,Aipl Joy Street Gurgaon Sector 66,Multicuisine,1500,4.2
Fiaba,Delhi-Ncr,"Sector 116, Noida",Multicuisine,1000,4.3
Glori,Delhi-Ncr,"Mayapuri Phase 1, West Delhi",Multicuisine,1500,4.6
Nanking,Delhi-Ncr,"Vasant Kunj, South Delhi",Chinese,1500,4.5
Pincode By Chef Kunal Kapur,Delhi-Ncr,"Select Citywalk Mall, Saket",Indian,1200,4.1
Bella Cucina,Delhi-Ncr,"Le Meridien, Gurgaon",Italian,2500,4.5
Zaffran - by Kasbah,Delhi-Ncr,"Greater Kailash (GK) 1, South Delhi",North Indian,1100,4.2
The Tandoori Village,Delhi-Ncr,"DLF Mall of India, Sector 18, Noida",North Indian,3000,4.3
WITC - Wok In The Clouds,Delhi-Ncr,"Punjabi Bagh, West Delhi",Asian,1500,3.3
The Yellow Chilli,Delhi-Ncr,"Rajouri Garden, West Delhi",Multicuisine,1600,4.2
Kakapo,Delhi-Ncr,"Mehrauli, South Delhi",Multicuisine,2500,4.5
Molecule Air Bar,Delhi-Ncr,"CBD Mall, Faridabad",Multicuisine,1500,4.1
Molecule Air Bar,Delhi-Ncr,"Sector 66, Gurgaon","North Indian, Asian",2200,3.9
Mala-Akbari,Delhi-Ncr,"32nd Avenue, Gurgaon",Indian,1800,4.4
Cafe Tuya Te,Delhi-Ncr,"Sector 54, Gurgaon",Multicuisine,1000,4.0
Sovana,Delhi-Ncr,"Knowledge Park III, Noida","Indian, Italian, Global Cuisine",1400,4.0
Raasa Awadh,Delhi-Ncr,"DLF Phase 1, Gurgaon",Multicuisine,600,5.0
Toy Boy,Delhi-Ncr,"Gardens Galleria Mall, Sector 38 Noida",Multicuisine,1500,2.0
3B's,Delhi-Ncr,"Country Inn & Suites by Radisson, Ghaziabad",North Indian,2500,4.4
Atrium The Tea Lounge,Delhi-Ncr,"Radisson Blu Hotel, Dwarka",Bakery,1500,4.3
Wolves Cave,Delhi-Ncr,"CBD Mall, Faridabad",Multicuisine,1800,4.9
ZUKI,Delhi-Ncr,"Sector 104, Noida",Asian,1000,4.0
Nomad Experience,Delhi-Ncr,"Greater Kailash (GK) 2, South Delhi","Pizza, Italian",800,3.9
Silbuttah - The Indian Story by Berco's,Delhi-Ncr,"Rajouri Garden, West Delhi",Multicuisine,1300,4.2
World Cafe,Delhi-Ncr,"Vibe by the Lalit Traveller, Faridabad",Multicuisine,1000,4.2
